"WeakUp","Neutral","Neutral","Neutral","Neutral","Neutral","Wet","Neutral","Neutral","Cloudy","PC","Cloudy","Cloudy","Strong","Strong","Westerly","Weak","None","None","Some","IncCapDecIns","Increasing","StrongPos","Increasing","SIG","Aug20_Sep15","B","AB","None","LessThanAve","LessThanAve","ABI","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","B","None","Weak","Moderate","B","XNIL","XNIL","SIG","LowMtsHighPl","Steep","Dry","Steep","OtherRapid","DryMMoistL","DenvCyclone","LittleChange","QStationary","NWQuad","LVorOther","SEQuad"
"WeakUp","Down","Neutral","Down","Down","VeryWet","Neutral","VeryWet","Wet","PC","Clear","Clear","Clear","Strong","Strong","StrongWest","?","None","Weak","Marked","LittleChange","LittleChange","StrongPos","Increasing","XNIL","Jun15_Jul1","K","CThruK","PartInhibit","Average","Average","K","N5GtLIGt_8","Neutral","LessUnstable","LessUnstable","ACEFK","PartInhibit","Strong","Moderate","K","SVR","SVR","SVR","HighEvrywher","ModerateOrLe","Average","Steep","MarkedUpper","DryMMoistL","DryLine","SigPositive","Moving","AllElse","Westerly","LV"
"Neutral","StronUp","WeakUp","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","Cloudy","PC","Cloudy","PC","None","None","Westerly","None","Strong","Weak","None","IncCapDecIns","Increasing","Negative","LittleChange","XNIL","Jul16_Aug10","A","AB","PartInhibit","Average","Average","ABI","LIGt0","Neutral","LessUnstable","LessUnstable","ACEFK","None","Weak","Moderate","A","XNIL","SVR","SVR","LowMtsHighPl","Stable","Average","ModerateOrLe","MarkedUpper","Other","DenvCyclone","SigNegative","?","SWQuad","Westerly","SEQuad"
"Down","Neutral","WeakUp","Neutral","Neutral","VeryWet","Dry","Neutral","Neutral","Cloudy","Clear","Cloudy","Cloudy","Weak","Strong","DCVZFavor","Strong","Weak","Strong","Some","IncCapDecIns","Increasing","Negative","LittleChange","SIG","May15_Jun14","D","CThruK","Stifling","MoreThanAve","?","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","D","None","Strong","Strong","D","SIG","SVR","SVR","LowMtsHighPl","Stable","Dry","Steep","MarkedUpper","Other","None","SigPositive","Other","NWQuad","Westerly","E_NE"
"?","Neutral","Neutral","Neutral","Neutral","Dry","Dry","Neutral","Neutral","Cloudy","Cloudy","Cloudy","Cloudy","Weak","Strong","StrongWest","Strong","Weak","Weak","Marked","DecCapIncIns","Decreasing","Neutral","LittleChange","XNIL","May15_Jun14","A","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Instability","LessUnstable","LessUnstable","ACEFK","None","Moderate","Strong","A","SIG","SIG","SIG","HighEvrywher","ModerateOrLe","Dry","Steep","OtherRapid","Other","DryLine","NegToPos","Other","SWQuad","Westerly","LongAnticyc"
"Down","StronUp","Neutral","Neutral","Neutral","Dry","VeryWet","Wet","Neutral","Cloudy","PC","Cloudy","Cloudy","None","None","StrongWest","None","None","None","None","IncCapDecIns","Increasing","Negative","LittleChange","XNIL","Aug20_Sep15","H","CThruK","Stifling","Average","MoreThanAve","H","N1GtLIGt_4","Neutral","MoreUnstable","MoreUnstable","HI","TotalInhibit","?","None","H","XNIL","XNIL","XNIL","LowMtsHighPl","ModerateOrLe","VeryMoist","ModerateOrLe","MarkedUpper","Other","None","NegToPos","Moving","NWQuad","LVorOther","LongAnticyc"
"StrongUp","Neutral","WeakUp","Neutral","Neutral","Neutral","VeryWet","VeryWet","VeryWet","PC","PC","PC","PC","Strong","Strong","DCVZFavor","Weak","Weak","Weak","Marked","IncCapDecIns","Increasing","StrongPos","Increasing","XNIL","May15_Jun14","A","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Stability","Average","MoreUnstable","ACEFK","PartInhibit","Moderate","Moderate","A","SIG","SIG","SIG","HighEvrywher","CloseToDryAd","Average","CloseToDryAd","OtherRapid","Other","DenvCyclone","PosToNeg","Moving","SWQuad","Westerly","DenvCyclone"
"WeakUp","Neutral","Neutral","WeakUp","WeakUp","VeryWet","Neutral","Wet","Wet","PC","PC","PC","PC","None","None","StrongWest","None","None","None","None","DecCapIncIns","Decreasing","StrongPos","Increasing","XNIL","?","G","CThruK","Stifling","MoreThanAve","LessThanAve","G","LIGt0","Instability","MoreUnstable","MoreUnstable","GJ","None","Moderate","Moderate","G","SIG","SIG","SIG","LowAtStation","CloseToDryAd","Dry","CloseToDryAd","NoMajor","Other","DryLine","LittleChange","None","AllElse","Westerly","WidespdDnsl"
"StrongUp","Down","StrongUp","WeakUp","WeakUp","Dry","Neutral","Dry","Neutral","Cloudy","Cloudy","Cloudy","Cloudy","Weak","Strong","Other","None","Weak","Weak","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","SVR","May15_Jun14","G","CThruK","PartInhibit","Average","MoreThanAve","G","LILt_8","Stability","LessUnstable","LessUnstable","GJ","None","Strong","Strong","G","?","SVR","SVR","LowAtStation","CloseToDryAd","Dry","CloseToDryAd","NoMajor","Other","None","LittleChange","None","AllElse","LVorOther","WidespdDnsl"
"StrongUp","StronUp","Neutral","StrongUp","StrongUp","Wet","Wet","Wet","VeryWet","PC","PC","PC","Cloudy","None","Weak","DCVZFavor","None","Weak","Weak","Marked","IncCapDecIns","?","Neutral","LittleChange","XNIL","Jul2_Jul15","G","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","G","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","GJ","None","Unfavorable","None","G","XNIL","XNIL","XNIL","LowAtStation","CloseToDryAd","Dry","CloseToDryAd","StrongFront","MoistMDryL","Other","LittleChange","None","SWQuad","Westerly","LV"
"WeakUp","Down","Down","Down","Down","Neutral","Dry","Dry","Dry","Clear","Cloudy","Clear","Clear","Weak","Strong","Westerly","Strong","Weak","Weak","Some","LittleChange","LittleChange","WeakPos","Decreasing","SIG","May15_Jun14","B","AB","TotalInhibit","MoreThanAve","?","ABI","LIGt0","Instability","MoreUnstable","LessUnstable","B","None","Unfavorable","None","B","XNIL","XNIL","SIG","HighEvrywher","ModerateOrLe","Dry","Steep","NoMajor","DryMMoistL","DenvCyclone","PosToNeg","Other","SWQuad","Westerly","SEQuad"
"Down","StronUp","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","Neutral","PC","PC","PC","Clear","Strong","?","Other","None","None","None","Some","LittleChange","LittleChange","Neutral","Decreasing","SIG","Jul16_Aug10","E","CThruK","Stifling","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Strong","Slight","E","XNIL","XNIL","SIG","LowAtStation","CloseToDryAd","Dry","Steep","NoMajor","MoistMDryL","None","LittleChange","None","AllElse","Westerly","WidespdDnsl"
"WeakUp","StronUp","StrongUp","StrongUp","StrongUp","Wet","Wet","Wet","VeryWet","PC","Clear","Clear","?","Weak","Weak","StrongWest","Strong","Strong","Strong","None","DecCapIncIns","Decreasing","WeakPos","LittleChange","XNIL","Aug20_Sep15","D","CThruK","PartInhibit","Average","LessThanAve","CDEJ","N5GtLIGt_8","Neutral","MoreUnstable","MoreUnstable","D","PartInhibit","Weak","Moderate","D","SVR","SVR","SVR","LowAtStation","CloseToDryAd","Dry","Steep","MarkedUpper","Other","None","NegToPos","None","AllElse","Westerly","SEQuad"
"Down","?","WeakUp","Down","Down","Dry","Neutral","Dry","Dry","Cloudy","PC","Cloudy","Cloudy","Strong","Strong","DCVZFavor","Strong","Weak","Strong","Marked","IncCapDecIns","Increasing","Negative","LittleChange","SVR","Jul16_Aug10","F","CThruK","PartInhibit","Average","MoreThanAve","F","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Weak","Slight","F","SVR","SVR","SVR","HighEvrywher","Stable","VeryMoist","ModerateOrLe","OtherRapid","Other","E_W_N","SigNegative","Other","LV","LVorOther","LV"
"WeakUp","StronUp","Neutral","Neutral","Neutral","Neutral","Neutral","?","Dry","Clear","Clear","Clear","Clear","Strong","Strong","StrongWest","Strong","None","Strong","Marked","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Jul2_Jul15","E","CThruK","PartInhibit","Average","LessThanAve","CDEJ","LILt_8","Stability","MoreUnstable","MoreUnstable","ACEFK","TotalInhibit","Moderate","Slight","E","SVR","SVR","SVR","Other","Stable","Dry","ModerateOrLe","NoMajor","MoistMDryL","Other","SigNegative","None","AllElse","Westerly","LongAnticyc"
"?","Neutral","Down","Neutral","Neutral","Wet","Neutral","Neutral","Neutral","Clear","PC","Clear","Clear","Strong","Strong","DCVZFavor","Weak","None","Weak","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","XNIL","Aug20_Sep15","H","CThruK","PartInhibit","LessThanAve","Average","H","N1GtLIGt_4","Neutral","Average","MoreUnstable","HI","PartInhibit","Weak","None","H","SVR","SVR","SVR","HighEvrywher","Stable","VeryMoist","CloseToDryAd","MarkedUpper","Other","MovingFtorOt","NegToPos","None","AllElse","LVorOther","E_NE"
"WeakUp","Neutral","Down","Down","Down","Neutral","Neutral","Neutral","Neutral","PC","Clear","PC","Clear","Strong","Strong","DCVZFavor","Weak","None","Strong","Some","IncCapDecIns","Increasing","Negative","Increasing","SIG","Jul16_Aug10","J","CThruK","PartInhibit","LessThanAve","MoreThanAve","CDEJ","LILt_8","Stability","LessUnstable","LessUnstable","GJ","PartInhibit","Weak","None","J","XNIL","XNIL","SIG","LowSHighN","Steep","Dry","CloseToDryAd","StrongFront","MoistMDryL","DryLine","NegToPos","None","LV","LVorOther","LV"
"Down","Down","WeakUp","Down","Down","Neutral","VeryWet","Neutral","Neutral","PC","Clear","PC","PC","Strong","Strong","Westerly","Strong","None","Weak","Marked","IncCapDecIns","Increasing","StrongPos","Increasing","XNIL","Aug20_Sep15","K","CThruK","PartInhibit","Average","MoreThanAve","K","N1GtLIGt_4","?","MoreUnstable","MoreUnstable","ACEFK","TotalInhibit","Weak","None","K","XNIL","XNIL","XNIL","Other","Steep","Dry","ModerateOrLe","MarkedUpper","DryMMoistL","MovingFtorOt","SigNegative","Moving","NWQuad","Westerly","SEQuad"
"StrongUp","Neutral","Down","Neutral","Neutral","VeryWet","VeryWet","VeryWet","VeryWet","PC","PC","Clear","Clear","None","Weak","StrongWest","Weak","None","None","Some","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","May15_Jun14","A","AB","PartInhibit","Average","MoreThanAve","?","N1GtLIGt_4","Stability","LessUnstable","Average","ACEFK","Stifling","Moderate","Slight","A","SIG","SIG","SIG","LowEvrywhere","Stable","Average","CloseToDryAd","OtherRapid","DryMMoistL","DenvCyclone","SigNegative","None","SWQuad","LVorOther","LongAnticyc"
"Down","Neutral","Down","Neutral","Neutral","VeryWet","Dry","Wet","VeryWet","Clear","PC","Clear","PC","Weak","Weak","DCVZFavor","Weak","Weak","Strong","Some","LittleChange","LittleChange","Neutral","LittleChange","XNIL","Aug20_Sep15","C","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","ACEFK","PartInhibit","Strong","Slight","C","XNIL","XNIL","XNIL","LowAtStation","CloseToDryAd","Average","CloseToDryAd","OtherRapid","?","E_W_N","SigPositive","QStationary","AllElse","Westerly","LongAnticyc"
"Down","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","Wet","VeryWet","Clear","PC","PC","PC","Strong","Strong","StrongWest","Strong","Weak","Weak","Some","DecCapIncIns","Decreasing","Neutral","Decreasing","SVR","Aug20_Sep15","K","CThruK","Stifling","MoreThanAve","LessThanAve","K","N1GtLIGt_4","Stability","MoreUnstable","Average","ACEFK","PartInhibit","Weak","None","K","XNIL","XNIL","?","LowMtsHighPl","ModerateOrLe","VeryMoist","Steep","MarkedUpper","DryMMoistL","MovingFtorOt","SigPositive","None","SWQuad","Westerly","E_NE"
"Down","Neutral","Down","Down","Down","Wet","Neutral","Neutral","Neutral","PC","Clear","PC","PC","None","Weak","Westerly","None","Strong","Strong","Some","IncCapDecIns","Increasing","StrongPos","Increasing","SIG","Aug20_Sep15","K","CThruK","PartInhibit","LessThanAve","MoreThanAve","K","N5GtLIGt_8","Stability","MoreUnstable","MoreUnstable","ACEFK","None","Weak","Slight","K","XNIL","XNIL","SIG","LowMtsHighPl","ModerateOrLe","Average","ModerateOrLe","StrongFront","DryMMoistL","Other","SigPositive","Other","AllElse","Westerly","WidespdDnsl"
"StrongUp","WeakUp","Down","WeakUp","WeakUp","Neutral","VeryWet","Neutral","Neutral","Clear","Clear","Clear","PC","Weak","Strong","DCVZFavor","Strong","None","?","Some","LittleChange","LittleChange","Neutral","LittleChange","SIG","Jul16_Aug10","E","CThruK","None","Average","Average","CDEJ","N1GtLIGt_4","Stability","MoreUnstable","Average","ACEFK","PartInhibit","Moderate","Strong","E","XNIL","XNIL","SIG","Other","Steep","Average","Steep","NoMajor","MoistMDryL","None","LittleChange","None","SWQuad","Westerly","LV"
"Neutral","Neutral","StrongUp","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","Clear","PC","Clear","Clear","None","None","Other","None","None","Strong","None","DecCapIncIns","Decreasing","StrongPos","Increasing","XNIL","Jun15_Jul1","B","AB","PartInhibit","LessThanAve","LessThanAve","ABI","N5GtLIGt_8","Neutral","Average","?","B","Stifling","Weak","Slight","B","XNIL","XNIL","XNIL","LowSHighN","ModerateOrLe","Average","CloseToDryAd","NoMajor","DryMMoistL","DenvCyclone","PosToNeg","Moving","LV","LVorOther","SEQuad"
"WeakUp","WeakUp","Neutral","WeakUp","WeakUp","Neutral","Wet","Neutral","Neutral","Clear","PC","PC","PC","Weak","Strong","DCVZFavor","Strong","Weak","Strong","Marked","DecCapIncIns","Decreasing","WeakPos","Increasing","SVR","May15_Jun14","A","AB","Stifling","Average","LessThanAve","ABI","N5GtLIGt_8","?","LessUnstable","LessUnstable","ACEFK","PartInhibit","Unfavorable","None","A","XNIL","XNIL","SVR","HighEvrywher","Steep","Average","Steep","MarkedUpper","DryMMoistL","DenvCyclone","PosToNeg","Moving","SWQuad","Westerly","E_NE"
"Neutral","StronUp","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Cloudy","PC","Cloudy","Cloudy","Weak","Strong","DCVZFavor","Strong","None","Strong","Marked","IncCapDecIns","Increasing","WeakPos","Decreasing","SIG","May15_Jun14","G","CThruK","PartInhibit","LessThanAve","Average","G","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","GJ","None","Moderate","Moderate","G","SIG","SIG","SIG","LowEvrywhere","CloseToDryAd","Dry","CloseToDryAd","NoMajor","MoistMDryL","DryLine","SigNegative","None","AllElse","Westerly","WidespdDnsl"
"Neutral","Neutral","StrongUp","WeakUp","WeakUp","VeryWet","Neutral","Wet","VeryWet","Cloudy","Cloudy","Cloudy","PC","Weak","Strong","Westerly","Strong","?","Strong","Some","DecCapIncIns","Decreasing","StrongPos","Increasing","SVR","Aug20_Sep15","B","AB","PartInhibit","Average","Average","ABI","N1GtLIGt_4","Instability","LessUnstable","LessUnstable","B","TotalInhibit","Unfavorable","None","B","SIG","SIG","SVR","LowSHighN","ModerateOrLe","Average","Steep","NoMajor","Other","E_W_N","LittleChange","None","SWQuad","Westerly","LV"
"WeakUp","WeakUp","Neutral","WeakUp","WeakUp","Dry","Neutral","Neutral","Wet","Clear","PC","PC","PC","Weak","Strong","StrongWest","Strong","Weak","Weak","Marked","IncCapDecIns","Increasing","Negative","Decreasing","SVR","Jul2_Jul15","C","CThruK","PartInhibit","Average","Average","CDEJ","N5GtLIGt_8","Instability","?","Average","ACEFK","None","Moderate","Strong","C","XNIL","XNIL","SVR","LowNHighS","Steep","Dry","CloseToDryAd","MarkedUpper","MoistMDryL","Other","SigPositive","Other","AllElse","Westerly","LV"
"StrongUp","Neutral","WeakUp","WeakUp","WeakUp","Wet","Neutral","Wet","Wet","PC","Cloudy","Cloudy","Cloudy","Strong","Strong","StrongWest","Strong","None","Strong","Marked","IncCapDecIns","?","Negative","LittleChange","SVR","Jul16_Aug10","B","AB","Stifling","Average","MoreThanAve","ABI","LILt_8","Stability","MoreUnstable","MoreUnstable","B","Stifling","Moderate","None","B","XNIL","XNIL","SVR","LowMtsHighPl","ModerateOrLe","Average","Steep","OtherRapid","MoistMDryL","DenvCyclone","LittleChange","Moving","SWQuad","LVorOther","DenvCyclone"
"Down","Neutral","Down","Neutral","Neutral","Neutral","Wet","Neutral","Neutral","Clear","Clear","Clear","Clear","None","None","Other","None","None","Weak","None","DecCapIncIns","Decreasing","Neutral","Decreasing","XNIL","Aug20_Sep15","K","CThruK","PartInhibit","Average","Average","K","?","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Unfavorable","None","K","XNIL","XNIL","XNIL","HighEvrywher","Stable","Average","ModerateOrLe","StrongFront","Other","Other","SigPositive","Other","AllElse","Westerly","WidespdDnsl"
"Down","Neutral","Neutral","Down","Down","VeryWet","Neutral","Wet","Neutral","Clear","PC","Clear","Clear","Strong","Strong","Other","Weak","None","Weak","Some","IncCapDecIns","Increasing","Neutral","Decreasing","SVR","May15_Jun14","I","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","ABI","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","HI","None","Weak","Slight","I","XNIL","XNIL","SVR","LowSHighN","ModerateOrLe","Average","ModerateOrLe","StrongFront","DryMMoistL","MovingFtorOt","NegToPos","QStationary","AllElse","LVorOther","DenvCyclone"
"Neutral","Down","Neutral","Down","Down","Wet","Neutral","Neutral","Neutral","PC","Clear","PC","PC","Strong","Strong","StrongWest","Strong","Weak","Strong","Marked","IncCapDecIns","Increasing","StrongPos","Increasing","XNIL","May15_Jun14","C","CThruK","Stifling","Average","MoreThanAve","CDEJ","LIGt0","Stability","?","MoreUnstable","ACEFK","PartInhibit","Moderate","None","C","XNIL","XNIL","XNIL","LowAtStation","CloseToDryAd","Dry","Steep","NoMajor","MoistMDryL","E_W_N","SigPositive","Other","AllElse","Westerly","LongAnticyc"
"Down","Down","Down","Down","Down","Dry","Neutral","Dry","Dry","PC","Clear","PC","PC","Strong","Strong","DCVZFavor","Weak","None","Weak","Some","IncCapDecIns","Increasing","StrongPos","Increasing","XNIL","Aug20_Sep15","K","CThruK","PartInhibit","Average","MoreThanAve","K","N1GtLIGt_4","Neutral","Average","MoreUnstable","ACEFK","None","Strong","Strong","K","XNIL","XNIL","XNIL","LowSHighN","ModerateOrLe","Dry","ModerateOrLe","NoMajor","DryMMoistL","DryLine","NegToPos","QStationary","NWQuad","Westerly","SEQuad"
"StrongUp","WeakUp","Down","WeakUp","WeakUp","VeryWet","Dry","VeryWet","VeryWet","PC","PC","?","PC","Weak","Strong","StrongWest","Strong","None","Weak","Marked","DecCapIncIns","Decreasing","Neutral","Increasing","SIG","May15_Jun14","B","AB","PartInhibit","Average","LessThanAve","ABI","N1GtLIGt_4","Instability","LessUnstable","LessUnstable","B","PartInhibit","Strong","Moderate","B","XNIL","XNIL","SIG","HighEvrywher","ModerateOrLe","Average","Steep","StrongFront","DryMMoistL","DenvCyclone","LittleChange","None","LV","Westerly","SEQuad"
"Neutral","Down","StrongUp","Neutral","Neutral","?","Neutral","Dry","Dry","PC","PC","PC","PC","Weak","Strong","DCVZFavor","Strong","None","Strong","Marked","IncCapDecIns","Increasing","Neutral","LittleChange","SVR","Jul16_Aug10","H","CThruK","Stifling","MoreThanAve","MoreThanAve","H","N5GtLIGt_8","Stability","MoreUnstable","MoreUnstable","HI","None","Weak","Slight","H","XNIL","XNIL","SVR","HighEvrywher","ModerateOrLe","VeryMoist","ModerateOrLe","MarkedUpper","DryMMoistL","MovingFtorOt","NegToPos","None","SWQuad","LVorOther","SEQuad"
"Neutral","WeakUp","Neutral","Neutral","Neutral","Dry","Neutral","?","Wet","PC","PC","PC","PC","Strong","Strong","DCVZFavor","Weak","None","Weak","Some","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","Jun15_Jul1","I","CThruK","PartInhibit","Average","MoreThanAve","ABI","N1GtLIGt_4","Instability","Average","Average","HI","None","Strong","Moderate","I","SVR","SVR","SVR","LowSHighN","Steep","Dry","CloseToDryAd","OtherRapid","DryMMoistL","MovingFtorOt","PosToNeg","QStationary","SWQuad","Westerly","E_NE"
"Neutral","StronUp","WeakUp","WeakUp","WeakUp","VeryWet","Neutral","VeryWet","VeryWet","Clear","PC","Clear","?","Weak","Strong","DCVZFavor","Weak","Weak","Strong","Marked","LittleChange","LittleChange","WeakPos","Decreasing","SIG","May15_Jun14","H","CThruK","PartInhibit","Average","Average","H","N5GtLIGt_8","Stability","MoreUnstable","MoreUnstable","HI","None","Weak","Slight","H","XNIL","XNIL","SIG","LowMtsHighPl","Stable","VeryMoist","ModerateOrLe","NoMajor","Other","Other","SigNegative","Moving","AllElse","LVorOther","SEQuad"
"Down","Neutral","StrongUp","WeakUp","WeakUp","Neutral","Dry","Dry","Dry","PC","PC","Cloudy","Cloudy","None","None","StrongWest","None","Strong","None","None","IncCapDecIns","Increasing","Neutral","LittleChange","XNIL","Jul2_Jul15","G","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","?","N1GtLIGt_4","Stability","Average","Average","GJ","PartInhibit","Moderate","Moderate","G","XNIL","XNIL","XNIL","LowEvrywhere","CloseToDryAd","Dry","CloseToDryAd","NoMajor","MoistMDryL","E_W_N","PosToNeg","None","NWQuad","LVorOther","WidespdDnsl"
"StrongUp","Neutral","StrongUp","WeakUp","WeakUp","Dry","Neutral","Neutral","Wet","PC","Clear","PC","PC","None","Weak","Westerly","None","Strong","Weak","Some","IncCapDecIns","Increasing","StrongPos","Increasing","SIG","May15_Jun14","B","AB","Stifling","MoreThanAve","?","ABI","N1GtLIGt_4","Neutral","Average","MoreUnstable","B","None","Moderate","Moderate","B","SIG","SIG","SIG","LowNHighS","Steep","VeryMoist","ModerateOrLe","MarkedUpper","DryMMoistL","DenvCyclone","LittleChange","Other","SWQuad","LVorOther","DenvCyclone"
